predator	LokalID	Lokal	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_eggs	n_pred_all	n_aborted_all	perc_undeveloped	n_intact_fruits	n_seeds	attack
0	Bor012	Strand på Näsudden i Frisjön	78	3	17,3	2	3	4	0	0	0	NA	2	770	0
0	Bor012	Strand på Näsudden i Frisjön	79	4	11,6	1	3	3	0	0	0	NA	1	0	0
0	Bor012	Strand på Näsudden i Frisjön	80	4	16,5	2	3	4	0	1	0	NA	1	520	0
0	Bor012	Strand på Näsudden i Frisjön	81	2	15	1	4	4	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	82	4	16,8	1	3	3	0	0	0	NA	1	440	0
0	Bor012	Strand på Näsudden i Frisjön	83	4	17,2	3	2,333333333	4	0	2	0	NA	1	500	0
0	Bor012	Strand på Näsudden i Frisjön	84	1	8,7	1	1	1	0	1	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	85	2	17,7	1	3	3	0	0	0	NA	1	540	0
0	Bor012	Strand på Näsudden i Frisjön	86	4	13,8	1	1	1	0	1	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	87	4	13	1	2	2	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	88	3	10,3	1	1	1	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	89	1	22,3	2	2	3	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	90	2	7,7	2	1,5	2	0	1	2	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	91	2	14,1	1	3	3	0	0	0	NA	1	530	0
0	Bor012	Strand på Näsudden i Frisjön	92	4	6,3	1	2	2	0	1	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	93	2	16,7	2	2	3	0	0	0	NA	2	690	0
0	Bor012	Strand på Näsudden i Frisjön	94	3	26,5	1	2	2	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	95	5	11,3	1	5	5	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	96	4	15,1	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	97	5	17,8	1	1	1	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	98	7	19,7	1	1	1	0	0	0	NA	1	530	0
0	Bor012	Strand på Näsudden i Frisjön	99	1	14,9	2	1,5	2	0	0	0	NA	1	410	0
0	Bor012	Strand på Näsudden i Frisjön	100	2	19,6	3	2,333333333	3	0	1	0	NA	2	630	0
1	Göt009a	Högsjön ö klippstrand	1	2	14,4	1	3	3	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	2	1	21	1	1	1	1	1	0	NA	0	NA	1
1	Göt009a	Högsjön ö klippstrand	3	3	21,5	3	1,333333333	2	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	4	2	14,1	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	5	2	17,2	1	2	2	0	0	0	NA	1	0	0
1	Göt009a	Högsjön ö klippstrand	6	2	14,2	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	7	1	23,2	3	1,333333333	2	0	2	0	NA	1	80	0
1	Göt009a	Högsjön ö klippstrand	8	2	17	2	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	9	1	17,3	2	2	3	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	10	1	16,1	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	11	2	18,7	3	2,333333333	4	2	1	0	NA	0	NA	1
1	Göt009a	Högsjön ö klippstrand	12	2	22,1	2	3	4	0	1	0	0	0	0	0
1	Göt009a	Högsjön ö klippstrand	13	2	25,7	3	1,333333333	2	0	2	0	NA	1	0	0
1	Göt009a	Högsjön ö klippstrand	14	2	17,6	5	1,4	3	1	4	1	0	0	0	1
1	Göt009a	Högsjön ö klippstrand	15	2	15,1	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	16	2	17,8	1	1	1	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	17	2	15	2	2	3	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	18	3	17,7	4	1	1	1	2	1	NA	0	NA	1
1	Göt009a	Högsjön ö klippstrand	19	3	25,8	7	2,571428571	4	0	3	0	NA	3	165	0
1	Göt009a	Högsjön ö klippstrand	20	1	18,3	4	1,25	2	0	0	0	NA	4	0	0
1	Göt009a	Högsjön ö klippstrand	21	3	22,5	4	2,25	4	3	3	0	NA	0	NA	1
1	Göt009a	Högsjön ö klippstrand	22	2	26,2	2	2	3	2	3	0	NA	0	NA	1
1	Göt009a	Högsjön ö klippstrand	23	2	23,2	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	24	4	17	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	25	3	13,3	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	26	2	12	2	2	3	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	27	1	11,2	1	3	3	0	0	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	28	2	16,4	2	1,5	2	0	1	0	NA	1	NA	0
1	Göt009a	Högsjön ö klippstrand	29	1	13,2	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	30	2	14,3	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	31	3	21	2	2	3	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	32	2	15,7	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	33	1	18,4	3	1,666666667	3	0	3	0	90	0	40	0
1	Göt009a	Högsjön ö klippstrand	34	3	18,3	1	2	2	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	35	5	22,5	3	2	4	0	2	0	NA	1	NA	0
1	Göt009a	Högsjön ö klippstrand	36	2	17,3	3	3	4	1	3	0	NA	0	NA	1
1	Göt009a	Högsjön ö klippstrand	37	1	33,6	4	2,75	4	6	5	0	10	0	220	1
1	Göt009a	Högsjön ö klippstrand	38	1	17	1	1	1	0	0	0	NA	1	280	0
1	Göt009a	Högsjön ö klippstrand	39	1	22,6	2	1,5	2	0	1	0	NA	1	240	0
1	Göt009a	Högsjön ö klippstrand	40	2	24	2	2	3	0	1	1	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	41	1	27,3	5	1	1	0	3	0	NA	2	NA	0
1	Göt009a	Högsjön ö klippstrand	42	2	16	3	2,666666667	5	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	43	1	26,4	3	1,333333333	2	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	44	3	20,8	1	2	2	0	0	0	NA	1	40	0
1	Göt009a	Högsjön ö klippstrand	45	1	23,6	2	1,5	2	0	1	0	NA	1	0	0
1	Göt009a	Högsjön ö klippstrand	46	1	24,9	2	2	3	2	2	0	NA	0	NA	1
1	Göt009a	Högsjön ö klippstrand	47	2	21,1	2	1,5	2	2	1	0	NA	0	NA	1
1	Göt009a	Högsjön ö klippstrand	48	2	22,4	3	2,666666667	4	2	3	0	NA	0	NA	1
1	Göt009a	Högsjön ö klippstrand	49	7	25,6	4	2	3	3	4	0	NA	0	NA	1
1	Göt009a	Högsjön ö klippstrand	50	3	28,2	3	2	3	0	0	0	NA	2	0	0
1	Göt009a	Högsjön ö klippstrand	51	2	29,8	5	3,2	4	0	0	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	52	2	34,6	3	3	5	0	3	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	53	5	21,8	2	2,5	4	0	1	0	100	0	0	0
1	Göt009a	Högsjön ö klippstrand	54	4	22,7	2	1,5	2	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	55	2	20,2	1	3	3	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	56	3	15,8	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	57	2	12,5	2	2,5	4	0	0	0	NA	1	0	0
1	Göt009a	Högsjön ö klippstrand	58	3	15,2	2	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	59	1	23,3	2	3	4	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	60	2	26,2	1	2	2	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	61	1	16,9	1	3	3	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	62	1	22	3	1,666666667	3	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	63	5	19	2	1,5	2	0	0	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	64	2	27,2	4	2,5	5	0	1	0	0	0	0	0
1	Göt009a	Högsjön ö klippstrand	65	2	23,4	5	2	4	2	5	1	0	0	0	1
1	Göt009a	Högsjön ö klippstrand	66	3	18	1	3	3	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	67	8	18,6	3	1,333333333	2	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	68	3	17,3	3	2,333333333	4	0	0	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	69	2	14,2	2	1,5	2	0	2	0	NA	2	NA	0
1	Göt009a	Högsjön ö klippstrand	70	1	27,5	3	2,666666667	4	0	2	0	NA	1	NA	0
1	Göt009a	Högsjön ö klippstrand	71	2	17,9	4	3,25	4	2	4	0	NA	0	NA	1
1	Göt009a	Högsjön ö klippstrand	72	2	18,6	2	2,5	4	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	73	4	23,3	3	2,333333333	4	0	0	1	NA	1	320	0
1	Göt009a	Högsjön ö klippstrand	74	1	20,7	2	3,5	4	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	75	3	22,3	2	1,5	2	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	76	3	26,4	2	1,5	2	0	0	1	NA	1	510	0
1	Göt009a	Högsjön ö klippstrand	77	3	26	3	1,333333333	2	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	78	5	14,3	3	1,333333333	2	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	79	3	13,1	3	1,666666667	3	0	2	2	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	80	1	18,8	2	1,5	2	0	0	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	81	1	10	1	3	3	0	0	1	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	82	1	13,8	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	83	3	9,4	2	1,5	2	0	2	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	84	2	17,1	3	1,666666667	3	0	1	1	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	85	1	11,9	4	1,25	2	0	4	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	86	1	12,2	2	1,5	2	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	87	3	9,6	1	2	2	0	0	1	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	88	3	13,5	1	1	1	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	89	2	21,1	2	3	4	0	2	0	0	0	0	0
1	Göt009a	Högsjön ö klippstrand	90	1	12,5	1	3	3	0	1	0	NA	1	NA	0
1	Göt009a	Högsjön ö klippstrand	91	3	14,9	2	3,5	4	0	2	0	100	0	0	0
1	Göt009a	Högsjön ö klippstrand	92	2	19,5	2	1,5	2	0	1	1	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	93	1	15	1	2	2	0	1	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	94	5	21	2	2	3	0	2	0	100	0	0	0
1	Göt009a	Högsjön ö klippstrand	95	1	32,6	5	2,8	4	2	3	0	NA	1	300	1
1	Göt009a	Högsjön ö klippstrand	96	1	21,5	3	1,666666667	2	0	4	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	97	1	20,6	3	3	4	0	3	0	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	98	2	25,7	3	2,666666667	4	0	3	0	100	0	0	0
1	Göt009a	Högsjön ö klippstrand	99	1	13,9	3	2	3	0	1	2	NA	0	NA	0
1	Göt009a	Högsjön ö klippstrand	100	3	33,2	3	3	5	0	2	0	0	0	100	0
1	Göt009b	Högsjön s strandäng	1	3	24,4	3	2,666666667	4	3	3	0	NA	0	NA	1
1	Göt009b	Högsjön s strandäng	2	4	19,3	4	1,5	3	0	3	2	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	3	3	29	7	2,571428571	4	0	1	0	100	5	500	0
1	Göt009b	Högsjön s strandäng	4	3	22,7	3	1,333333333	2	0	1	0	NA	2	0	0
1	Göt009b	Högsjön s strandäng	5	1	14,5	6	1,5	3	0	1	0	NA	3	1425	0
1	Göt009b	Högsjön s strandäng	6	1	16,5	4	1,5	2	0	0	1	NA	3	1020	0
1	Göt009b	Högsjön s strandäng	7	2	22,3	4	2,25	3	1	1	0	NA	3	795	1
1	Göt009b	Högsjön s strandäng	8	3	9,1	2	1,5	2	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	9	3	20,6	4	2	3	0	1	0	60	2	300	0
1	Göt009b	Högsjön s strandäng	10	3	21,1	4	1,5	3	0	2	0	NA	2	580	0
1	Göt009b	Högsjön s strandäng	11	3	17,6	3	1,333333333	2	0	2	0	NA	1	450	0
1	Göt009b	Högsjön s strandäng	12	3	25,4	4	1,25	2	0	2	0	NA	2	1000	0
1	Göt009b	Högsjön s strandäng	13	2	12,6	1	2	2	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	14	2	14,1	2	1,5	2	0	1	0	NA	1	330	0
1	Göt009b	Högsjön s strandäng	15	2	13	2	1,5	2	0	2	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	16	3	17,2	3	2,333333333	3	0	3	0	20	0	140	0
1	Göt009b	Högsjön s strandäng	17	2	11,1	1	2	2	0	0	0	NA	1	360	0
1	Göt009b	Högsjön s strandäng	18	3	10,9	1	2	2	0	0	0	NA	1	350	0
1	Göt009b	Högsjön s strandäng	19	2	27,3	3	3,333333333	4	0	0	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	20	8	15,2	3	1,333333333	2	0	1	0	NA	2	390	0
1	Göt009b	Högsjön s strandäng	21	2	15,3	1	3	3	0	1	0	30	0	280	0
1	Göt009b	Högsjön s strandäng	22	4	15,5	1	2	2	0	0	0	NA	1	390	0
1	Göt009b	Högsjön s strandäng	23	1	8,3	1	2	2	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	24	1	12	1	2	2	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	25	4	14,1	2	2	2	0	0	0	NA	2	50	0
1	Göt009b	Högsjön s strandäng	26	3	12,9	1	2	2	0	0	0	NA	1	490	0
1	Göt009b	Högsjön s strandäng	27	3	13,7	1	1	1	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	28	2	16,6	1	2	2	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	29	2	10,1	1	1	1	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	30	3	17,5	3	2,666666667	4	0	1	0	NA	2	980	0
1	Göt009b	Högsjön s strandäng	31	3	19,9	4	2	3	0	2	0	NA	2	390	0
1	Göt009b	Högsjön s strandäng	32	2	19,2	4	3,25	5	0	2	0	100	2	860	0
1	Göt009b	Högsjön s strandäng	33	3	22	4	3	4	0	0	0	NA	4	1860	0
1	Göt009b	Högsjön s strandäng	34	3	17,2	4	1,25	2	0	1	0	NA	2	410	0
1	Göt009b	Högsjön s strandäng	35	3	15,6	2	1,5	2	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	36	4	20	3	2,333333333	3	0	1	0	NA	2	570	0
1	Göt009b	Högsjön s strandäng	37	2	17,6	3	2,666666667	4	0	2	0	0	1	0	0
1	Göt009b	Högsjön s strandäng	38	3	22,4	2	1,5	2	0	1	0	NA	1	380	0
1	Göt009b	Högsjön s strandäng	39	1	19,4	1	1	1	0	0	0	NA	1	0	0
1	Göt009b	Högsjön s strandäng	40	3	23,5	3	2,333333333	3	0	2	1	NA	1	580	0
1	Göt009b	Högsjön s strandäng	41	11	15,2	2	2	3	0	1	0	NA	1	NA	0
1	Göt009b	Högsjön s strandäng	42	1	16,4	1	4	4	0	0	0	NA	1	580	0
1	Göt009b	Högsjön s strandäng	43	1	23,4	4	2,75	4	0	3	0	NA	1	290	0
1	Göt009b	Högsjön s strandäng	44	1	19,5	3	2,333333333	3	0	0	0	NA	3	885	0
1	Göt009b	Högsjön s strandäng	45	2	18,6	3	2,333333333	3	0	2	0	NA	2	450	0
1	Göt009b	Högsjön s strandäng	46	4	19,2	5	2,6	4	0	0	0	NA	5	1900	0
1	Göt009b	Högsjön s strandäng	47	2	17,6	3	1,333333333	2	0	0	0	NA	3	870	0
1	Göt009b	Högsjön s strandäng	48	3	21,6	4	1,25	2	0	2	0	NA	1	400	0
1	Göt009b	Högsjön s strandäng	49	8	8,8	15	2,133333333	4	0	0	2	NA	8	3800	0
1	Göt009b	Högsjön s strandäng	50	2	25,8	5	2	3	0	0	0	NA	1	380	0
1	Göt009b	Högsjön s strandäng	51	2	22,2	7	1,571428571	2	0	4	0	50	3	0	0
1	Göt009b	Högsjön s strandäng	52	2	25,6	7	1,714285714	3	0	0	1	NA	6	3630	0
1	Göt009b	Högsjön s strandäng	53	1	18,9	3	1	1	0	1	1	NA	1	0	0
1	Göt009b	Högsjön s strandäng	54	3	28,1	5	2,6	4	4	1	0	NA	4	1640	1
1	Göt009b	Högsjön s strandäng	55	1	19,6	2	1,5	2	0	2	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	56	2	27,1	2	1,5	2	0	1	0	NA	1	0	0
1	Göt009b	Högsjön s strandäng	57	2	14,2	1	3	3	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	58	1	19,6	2	1,5	2	0	1	0	NA	1	0	0
1	Göt009b	Högsjön s strandäng	59	2	14,9	1	2	2	0	1	0	70	0	110	0
1	Göt009b	Högsjön s strandäng	60	1	17,1	2	2	3	0	1	0	NA	1	490	0
1	Göt009b	Högsjön s strandäng	61	2	23,6	3	3	4	3	2	0	NA	1	220	1
1	Göt009b	Högsjön s strandäng	62	2	34,7	5	3,8	5	8	4	0	NA	1	660	1
1	Göt009b	Högsjön s strandäng	63	4	22,5	4	1,5	3	0	3	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	64	2	18,3	2	1,5	2	0	0	1	NA	1	0	0
1	Göt009b	Högsjön s strandäng	65	2	21,2	5	1,2	2	0	0	2	NA	3	180	0
1	Göt009b	Högsjön s strandäng	66	1	22	3	1,333333333	2	1	2	1	NA	0	NA	1
1	Göt009b	Högsjön s strandäng	67	2	19,6	2	1,5	2	3	2	0	NA	0	NA	1
1	Göt009b	Högsjön s strandäng	68	1	17	3	1,333333333	2	0	1	2	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	69	2	8,2	1	1	1	0	0	0	NA	1	NA	0
1	Göt009b	Högsjön s strandäng	70	3	15,6	1	3	3	0	0	0	NA	1	190	0
1	Göt009b	Högsjön s strandäng	71	2	17,5	7	1,857142857	4	3	1	0	NA	5	1650	1
1	Göt009b	Högsjön s strandäng	72	3	14,1	1	1	1	0	0	1	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	73	4	12,6	2	3	4	0	0	0	NA	2	460	0
1	Göt009b	Högsjön s strandäng	74	2	12	1	2	2	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	75	2	16,2	2	2	3	0	0	0	NA	2	710	0
1	Göt009b	Högsjön s strandäng	76	2	17,2	4	1,75	3	0	2	1	NA	1	330	0
1	Göt009b	Högsjön s strandäng	77	2	15,5	3	2,333333333	3	0	1	0	NA	2	830	0
1	Göt009b	Högsjön s strandäng	78	5	23,4	5	2	3	0	4	0	NA	1	NA	0
1	Göt009b	Högsjön s strandäng	79	3	13,1	1	2	2	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	80	2	12,1	1	1	1	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	81	1	10,7	1	1	1	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	82	1	26,4	2	1,5	2	0	1	0	NA	1	0	0
1	Göt009b	Högsjön s strandäng	83	3	11,5	1	1	1	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	84	1	18,6	2	1,5	2	0	2	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	85	1	20	6	1,166666667	2	0	1	0	NA	3	405	0
1	Göt009b	Högsjön s strandäng	86	1	18,6	2	1,5	2	0	1	1	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	87	3	25,2	3	2,333333333	3	0	1	0	30	2	1030	0
1	Göt009b	Högsjön s strandäng	88	1	24,6	3	2,666666667	4	1	3	0	NA	0	NA	1
1	Göt009b	Högsjön s strandäng	89	2	19,4	1	2	2	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	90	2	24,1	2	1,5	2	0	1	0	NA	2	620	0
1	Göt009b	Högsjön s strandäng	91	2	23,6	2	1,5	2	0	0	0	NA	2	410	0
1	Göt009b	Högsjön s strandäng	92	1	24,9	4	2	3	0	1	0	NA	3	1230	0
1	Göt009b	Högsjön s strandäng	93	3	19,1	3	1,333333333	2	0	0	2	NA	1	75	0
1	Göt009b	Högsjön s strandäng	94	1	17,4	4	1,5	2	0	0	1	NA	3	180	0
1	Göt009b	Högsjön s strandäng	95	2	8,9	1	1	1	0	0	0	NA	1	0	0
1	Göt009b	Högsjön s strandäng	96	2	9,7	2	1,5	2	0	1	0	NA	1	0	0
1	Göt009b	Högsjön s strandäng	97	2	14,6	2	1	1	0	2	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	98	2	6,4	1	2	2	0	1	0	NA	0	NA	0
1	Göt009b	Högsjön s strandäng	99	3	24,1	4	2,75	4	0	2	0	100	2	20	0
1	Göt009b	Högsjön s strandäng	100	2	11,5	1	2	2	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	1	5	28,5	2	2	3	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	2	2	31,4	1	2	2	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	3	2	29,9	1	3	3	0	1	0	100	0	0	0
1	Göt016	Orremossen, Vättlefjäll	4	2	27,2	1	1	1	0	0	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	5	2	22,5	1	1	1	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	6	1	30	1	3	3	0	0	0	NA	1	730	0
1	Göt016	Orremossen, Vättlefjäll	7	3	27,6	1	2	2	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	8	2	31,6	1	1	1	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	9	2	28,6	1	1	1	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	10	2	32,7	2	1,5	2	0	1	0	NA	1	60	0
1	Göt016	Orremossen, Vättlefjäll	11	1	19,6	3	1	1	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	12	3	25,5	1	2	2	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	13	1	29,7	3	2,333333333	4	0	2	0	100	0	0	0
1	Göt016	Orremossen, Vättlefjäll	14	2	24,6	1	2	2	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	15	2	33,5	3	2,666666667	4	0	3	0	100	0	0	0
1	Göt016	Orremossen, Vättlefjäll	16	3	26,2	2	2	3	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	17	3	24	1	4	4	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	18	2	34,5	2	2,5	3	0	1	0	NA	1	290	0
1	Göt016	Orremossen, Vättlefjäll	19	2	27,7	1	3	3	0	1	0	100	0	0	0
1	Göt016	Orremossen, Vättlefjäll	20	1	30,1	4	1,75	3	0	2	1	NA	1	160	0
1	Göt016	Orremossen, Vättlefjäll	21	2	29	1	3	3	0	0	0	NA	1	NA	0
1	Göt016	Orremossen, Vättlefjäll	22	2	21,2	2	1,5	2	0	2	0	0	0	0	0
1	Göt016	Orremossen, Vättlefjäll	23	3	15,7	1	4	4	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	24	2	11,5	1	4	4	0	0	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	25	2	15	2	3	4	0	1	0	NA	1	100	0
1	Göt016	Orremossen, Vättlefjäll	26	3	17,5	2	2	3	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	27	2	17	3	2	4	0	0	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	28	2	13,1	1	2	2	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	29	8	23,3	3	3	4	0	3	0	60	0	220	0
1	Göt016	Orremossen, Vättlefjäll	30	5	24,3	3	1,666666667	3	0	3	1	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	31	2	16,2	1	2	2	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	32	1	16,5	1	1	1	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	33	1	28	3	1,333333333	2	0	0	0	NA	3	10	0
1	Göt016	Orremossen, Vättlefjäll	34	1	22,2	1	2	2	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	35	3	14,8	1	1	1	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	36	2	19,6	1	1	1	0	3	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	37	3	27,5	2	1	1	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	38	2	26,7	3	1	1	0	3	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	39	6	26,5	2	1,5	2	0	1	0	NA	1	440	0
1	Göt016	Orremossen, Vättlefjäll	40	11	19,1	2	2	3	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	41	3	22,4	1	2	2	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	42	2	31,2	3	1,333333333	2	0	1	0	NA	1	0	0
1	Göt016	Orremossen, Vättlefjäll	43	4	31,6	3	1,333333333	2	0	2	0	0	1	370	0
1	Göt016	Orremossen, Vättlefjäll	44	2	24	1	2	2	0	1	0	100	0	0	0
1	Göt016	Orremossen, Vättlefjäll	45	2	30,1	2	2,5	3	0	1	0	NA	1	750	0
1	Göt016	Orremossen, Vättlefjäll	46	3	29,2	3	1,333333333	2	0	1	2	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	47	1	24,9	3	1,333333333	2	0	0	1	NA	1	0	0
1	Göt016	Orremossen, Vättlefjäll	48	2	24,2	3	1,333333333	2	0	0	2	NA	1	390	0
